,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46
HES4,0.002812717,-0.5694634,0.47010726,-0.3958691,-0.63895607,-0.15081502,0.48019403,0.33268178,1.1000261,1.4269234,1.3887988,1.2854329,1.0132276,1.093783,0.7559736,0.25236216,-0.32513204,-1.979954,-1.7470421,-1.0637436,-1.6636769,-2.0011787,-2.3114896,-1.00875
HES5,-1.0396394,2.2103047,1.3328524,0.35660404,-0.3123897,-0.969206,-0.6981271,-0.56894064,0.56057125,0.8086172,-1.250545,1.7545581,-0.38944808,-0.1411744,0.04064521,0.5846417,0.035459526,-1.1459687,-2.5743136,-0.9958486,-2.9361467,-1.558089,-0.71479297,1.2280736
HES6,1.8870782,0.4879178,0.46734595,-0.50674695,-0.21891831,-0.64565116,-0.47136262,-0.6028486,-1.4407207,-1.2970023,-0.5996035,-0.025769785,1.150392,0.79483354,0.08734283,0.65569806,-0.460911,0.99660975,0.4425219,0.48329082,1.7358816,1.6096596,0.50054955,0.2300267
HES7,-0.81534445,1.5286393,1.8606799,0.7922078,0.77907664,1.0731143,0.44636416,0.10590587,0.33034566,0.42655864,-0.5419927,0.00782467,-0.16427264,-0.83147275,0.5650346,0.8796724,-0.71919346,0.019944536,-0.11791359,-0.48588443,-1.0543888,-1.3012694,-2.5158024,-2.4958787
HESX1,2.014531,0.7652606,-0.1925759,0.94135654,1.5178877,0.8709413,0.25916642,-0.19134885,1.1441125,1.2023003,-0.39252782,-0.814997,-1.1671972,0.87418884,-1.9122773,-2.0916805,-0.5739271,-0.50680816,-1.2423257,-1.4766412,-0.76559794,-0.5260262,-1.317741,-1.6479341
HEY1,1.1132442,1.6282496,0.3692489,-0.14368074,-0.93629795,0.32044446,-0.58928627,-0.6204477,-0.22074524,-0.209211,-0.7016906,0.70937556,-0.14044076,0.8178,0.3037159,-0.445044,-1.6700346,-1.2600465,0.25524637,-0.4897216,0.49736434,-0.4320309,-0.037555948,1.3439282
HEY2,-0.016749118,0.43602654,0.8294643,0.1841415,-1.049186,-0.07622004,-0.2170628,-0.4112462,-0.03851559,-0.29112837,-1.2698241,-0.3907055,-1.1935138,0.5837381,-1.4057952,-0.27265716,-0.6112442,-0.6413481,0.66305673,0.22480455,0.17325927,-0.12617916,1.714129,2.3446157
HEYL,0.96783495,1.8150278,1.3112708,1.0450585,-0.8964422,-0.6800181,-1.2093037,-1.2430621,1.1834806,1.121439,0.6026013,1.1202949,1.1127386,1.9422668,-0.58271486,-1.1176113,0.6001643,-1.1656407,-2.5533795,-2.1897128,-0.7338639,-0.95575297,-2.6097083,-2.3260984
HHEX,-1.347878,-0.24813737,-0.124949895,0.93959093,-0.9983778,-0.6153136,-0.5020108,-0.17760113,-0.19732955,-0.20310324,-0.32886058,-0.357592,-0.5134613,0.043997724,-0.23909873,-0.5267753,1.8524122,1.9691435,0.752203,-0.08981279,1.2258428,0.7780502,0.17705595,-0.19313076
HIC1,0.46830472,-0.8926616,-0.14626606,-0.4317821,0.10077313,-0.49538973,0.2339788,-0.33161616,0.016750358,0.2944212,0.840538,1.4563524,0.7206001,1.0242442,1.4843518,2.2132907,-0.26960784,-0.04818297,-0.6762921,-0.46795622,-0.48867828,-1.4550756,-1.4870667,-1.3061675
HIF1A,4.3815675,-0.2816863,-2.5426981,-0.5167287,-1.0763434,0.8141859,0.8628289,1.8096747,-1.777706,-1.8530811,-1.0641974,-1.6863743,-2.5018332,-0.73798835,-2.146027,-0.84600055,1.3640784,2.5362585,1.4867171,2.0081844,1.1388708,1.7239724,1.9894302,2.38661
HIF3A,-0.37975007,-0.8342781,-0.9133428,-0.011876809,0.54829013,0.37403318,0.08229047,-0.49340242,-0.45257494,-0.43691063,0.19313724,0.8534916,0.3726558,1.0180619,1.056501,1.2396616,0.3259825,0.50854635,0.35786188,0.48143244,0.5835723,0.74270207,-0.15305686,-1.71023
HINFP,1.1816982,-0.045030706,-2.2371502,-0.91416454,0.3857282,0.72908777,-0.057480503,-0.42811972,0.11387803,-0.44695956,-0.8375123,0.506156,-0.7265115,1.165682,1.09487,0.9569492,0.32357094,-0.69216406,-0.052531537,0.6174411,0.61425084,-0.36843845,0.37716675,-0.14449011
HIPK2,-1.4214754,0.40867043,0.7882504,-0.07072816,1.7610795,2.2775178,0.8199609,0.6118469,-1.1634581,-1.0881819,-1.6366203,-0.24757038,-0.7622799,-1.49054,0.4664494,-0.5699489,-0.8814157,0.56258214,1.7287802,1.0716197,1.3979783,1.305865,1.008874,-0.6364875
HIVEP1,-0.46820715,1.482889,-1.4453558,0.64860296,-0.08708146,-0.99474806,-1.0591673,-1.0502266,-0.098583736,-0.22124158,-1.4668505,-0.73905396,-0.531276,1.2571641,-0.49779826,0.7291638,1.5876489,1.4463807,0.72905517,-0.4097041,0.16386482,0.57648206,-0.21877408,0.5422398
HIVEP2,0.1762539,0.86655664,-0.26733637,-1.6641394,-1.6317787,-2.3796706,-2.5575836,-1.9609029,-1.2084491,-0.73662186,0.97792566,1.4522133,2.4730473,1.346483,1.0223135,0.88498855,-0.940065,0.55654955,1.5263121,2.2916973,2.1986098,1.820864,1.2105879,0.7478038
HIVEP3,0.7915751,0.09343212,-1.434701,-0.34753123,0.2760118,0.2712925,0.05365023,-0.19973223,0.13954735,0.12885274,2.029181,0.19683698,0.663698,-0.39156023,0.22994483,0.52257854,0.6567529,-0.0421412,-0.7381817,0.49068063,-0.9877138,0.022358535,-1.7214552,-0.6497202
HLF,-0.73560894,-0.9308055,-1.2083997,-1.2227359,0.4520103,0.62948006,1.1160383,2.0536616,-2.0514746,-1.8583792,2.4998937,0.45547748,-0.15332566,-0.36549953,-0.5742589,0.42669445,-1.5543965,1.866161,1.575244,2.5583029,1.8241274,1.2672796,2.318525,1.3205869
HLX,0.17874335,-0.05530963,-1.4791261,-1.6124272,-0.7490891,-0.41066822,-1.0143665,0.18773788,-0.2653154,-0.25495037,0.8957076,-0.32992017,0.98347247,0.5395803,-0.5551634,-1.0641477,0.019514663,0.9542781,1.3516129,0.91049147,1.3761657,1.4898107,1.2270163,1.0210025
HMBOX1,-1.780555,-0.20841888,0.7794271,1.2012087,0.7626561,0.02510435,-0.099303015,-0.7391897,-1.0018872,-0.66365415,0.30158067,0.33003318,0.71324503,5.0417438,0.16574275,0.53033626,-0.9000273,1.0414028,0.5049929,1.761331,0.479034,-0.86723167,-0.516095,-1.4710233
HMG20B,0.20773077,1.9240676,0.8800678,0.122256294,-1.4501456,-1.3413584,-1.1560887,-0.5256466,0.6457881,1.0350817,-0.67025805,0.13679579,-0.6748624,0.62407064,-0.32354742,-1.0174478,0.14024544,0.5904841,0.34018967,-0.72566825,-1.4215965,-1.4469484,-0.44843355,0.17607372
HMGA1,-0.29597497,0.013599332,-1.1186677,-0.23054503,0.009869327,-0.769577,-0.78835654,-1.0933629,-1.0917225,-0.96299225,-1.4011574,-0.9067237,-0.58535,-0.21366908,0.31312668,0.32800138,0.81387854,1.8323983,1.1916181,1.820281,1.3964802,2.098614,2.2324967,1.4852297
HMGA2,3.7217348,-0.70908326,-1.5152608,-0.8370037,-1.767519,-1.0825943,-1.3028628,-0.9328918,-0.062470376,0.25567874,0.742226,-0.9484987,0.24227844,0.8316116,-1.2399826,-1.4250329,1.3607199,1.1898924,0.93440527,1.3902513,0.09174075,0.5586548,0.81650114,0.4681226
HMGB2,-0.17267862,0.428751,0.9085355,0.45660532,0.16513875,0.1284618,0.007541465,-0.16529743,-0.07814855,-0.06738081,-0.9769051,-2.0177388,-0.10687934,-0.24658883,0.13525058,0.15793116,0.88292646,1.575002,0.33142033,0.1295243,-1.1605498,-0.1396158,0.1649704,-0.55668455
HMGXB4,-0.074472636,-2.9391968,-0.80355465,-0.7295956,0.7472291,0.5973249,1.2125001,0.986433,0.6509743,0.9127962,0.5714061,1.4649314,1.4570003,1.8189827,-0.054201867,-0.009612678,-2.281619,-0.063558325,-1.0047258,-1.3956366,-0.32670784,-0.3354144,-0.68276066,0.12144078
HMX1,2.430709,-0.7631085,-1.2369485,-1.3751397,0.05578279,-0.37688655,-0.24393578,0.40912184,-0.85952294,-1.2681218,-0.7026634,-0.17731985,0.34677857,-1.261631,-0.5447538,-0.8838243,-0.22958708,-0.8277608,1.8957409,2.990183,1.8548453,2.3679252,1.6939685,1.6178933
HNF1A,1.1114666,-0.09333328,-1.944503,-2.0192842,-1.5308481,-1.0984645,-0.6934222,-0.8613307,-0.90546167,-0.49398515,-1.1158967,-0.013742498,-1.6149168,-1.2530402,-0.7708413,-1.4315772,0.4403881,2.3104453,2.5205207,1.860785,2.3086097,2.6909833,2.904348,3.089636
HNF1B,-0.97837514,0.3347591,-0.9115307,-0.78665775,0.4438469,-0.18000354,0.006944272,0.2194399,-1.5222433,-1.1534854,-0.63210535,0.069980346,-0.5853034,0.82012033,0.09115052,1.0105662,-0.05917529,0.7292632,1.9121636,2.4037561,0.9738513,1.2409331,1.2911196,1.0692269
HNF4A,0.5625162,-0.67757845,-3.5257542,-1.0879092,-1.6266311,-1.1134839,-0.55257124,-1.1184796,0.21218812,-0.46714056,-1.6267159,0.7189934,-1.6874478,0.11100997,-0.27729043,1.6539302,1.2090521,2.2409778,1.6275417,0.7061955,1.5941163,2.259998,1.519141,1.3237598
HNF4G,-0.53301245,-1.3803091,-1.9996593,-1.2201672,-1.8220478,-1.3960658,-0.93030846,0.03188043,0.6507987,0.06427721,1.127151,3.0592031,1.2001547,2.284367,-0.49820527,0.5465756,-1.3791059,1.1536161,-0.19698226,0.73246515,0.24260856,0.36716455,0.65558726,1.2102854
HOPX,0.4556925,-0.4242623,-1.1770047,-0.8872607,0.614362,1.7913789,2.306111,2.553237,0.7918905,0.6699965,0.89411443,1.335965,-0.23647572,-0.22119172,-0.33191898,0.10169663,-1.2831831,-0.89194685,-0.80964136,-0.6489379,-0.60250276,-1.0917937,-1.7464943,-2.339313
HOXA1,-0.6011246,-0.15056658,0.5879824,0.96983355,0.14898953,0.858084,0.4536853,0.45541114,-0.39442623,-0.7700122,-2.1810257,-1.8107663,-2.5738602,-1.0898999,-0.788759,0.20298089,1.5296171,1.4309164,1.0920683,0.67826986,1.0830066,0.76983684,0.7858732,0.14570329
HOXA10,-1.0331906,-0.9514365,-0.83881795,0.56299543,0.7058492,0.63419515,0.107858896,-0.4046135,0.4506693,0.50576,-0.9076144,-0.1387801,-0.23197715,0.17269826,-0.6194402,0.009362772,0.92745614,0.82673556,0.4266706,0.1787936,0.054329496,-0.5709132,-0.17358701,-0.72080725
HOXA11,-0.5275009,-0.10717684,1.1738626,-1.4564825,-1.4255669,1.3796595,-0.504072,1.4543501,-0.11257734,0.08768698,1.6284648,-0.26616812,0.7506203,-1.3971992,-0.3842551,-2.6688216,0.053281862,-1.119114,1.6007009,2.3664942,1.0897839,1.1736403,0.3018786,-0.8810927
HOXA13,-0.89316887,-1.4831532,0.12930506,2.1439314,1.2134069,1.0728945,0.50632423,0.46791026,-0.4733184,-0.93949926,-0.8934547,-1.0389981,-0.40829495,0.18147437,-0.7659653,-0.69887435,1.612766,0.56531477,0.07525094,0.49397257,0.90514916,0.56590986,0.4750693,-0.5807901
HOXA2,-1.007296,0.105753705,-0.85963553,-0.7584427,-0.21029866,-0.18910764,-0.34049478,-1.9194685,0.3629482,1.0549864,-2.0120504,2.9062405,-1.2488414,-1.7834523,2.8206568,1.9103137,-0.06793337,-0.58558077,-0.8575926,-0.058710087,-1.4953148,-0.34200546,0.30213836,0.1654512
HOXA3,2.3344164,-0.9969773,-1.323246,0.011291189,-0.841735,-0.43126127,0.86104107,0.17123063,-1.1344838,-1.2292439,-0.7562144,-1.5044808,-0.65953267,1.6877544,-0.09490457,0.326619,1.4982383,1.301149,-0.010617461,0.5289743,1.495924,2.1611278,0.6216828,0.64549714
HOXA4,-0.17016527,0.36177292,0.35213798,0.2897156,-0.89743745,-0.58610046,-0.6263797,-1.1619296,1.4998162,1.410653,-0.7407272,0.14456753,-0.9584639,0.7709455,-0.3849601,0.3861575,1.10717,-1.2793823,-0.8987387,-0.6068159,-0.22912188,-0.7923962,-1.5414158,-1.2593122
HOXA5,-0.74155873,-1.2223053,-2.0704498,0.20542495,-0.067269914,-0.69873315,0.070352904,-0.5647157,2.5996487,2.2959847,-0.9431134,0.3672694,-0.62008864,0.04435729,-0.8649044,0.77621317,0.0011001617,0.1773486,-2.074526,-2.1251633,-1.8011309,-1.4374887,-0.64071375,0.4963125
HOXA7,-0.33026844,-1.3463993,-0.6543752,0.23670556,-1.21043,-1.1637977,-1.018896,-0.7748311,0.3528164,1.5651135,-1.2571259,-0.43169078,-1.0441163,0.19466002,-0.025939582,-0.0005268558,1.883695,-0.00074519595,-0.3814577,0.03695608,0.2116156,0.47320312,0.10197459,0.6796359
HOXA9,-0.29535308,-1.3922253,-1.1468295,-0.18929292,0.26135072,-0.9840505,-0.5829956,0.047826324,1.9006529,2.188385,-1.0114996,-0.3985079,-1.1696758,-0.71294516,-0.5544322,0.48859206,0.4831992,-0.4977577,-1.2236534,-1.3880428,-0.96920615,-0.654995,-0.3042039,0.42632425
HOXB1,2.3205223,-0.6389369,-0.8559474,0.13277513,-0.1946421,-0.23820472,0.40093178,1.4372958,-1.1456817,-1.3676114,-0.142514,-1.8549951,-0.3625706,1.9049467,-0.44982988,-0.32593384,1.576649,1.3293865,0.9142441,0.04957158,0.2831845,0.30444214,0.6136049,0.80450356
HOXB13,1.4285133,1.0269064,0.6355481,0.2764757,0.22480586,-0.7116154,-1.2203498,-0.5498269,-1.8974069,-1.50156,0.3182489,1.5410877,1.935356,2.014847,2.0610092,1.6317444,-0.7355047,-0.56545067,0.31932858,-0.15793002,0.121821694,0.09992222,-0.45222074,-0.28519428
HOXB2,-0.73736733,-0.6769892,-0.3867676,-0.9336581,0.13704379,0.036908146,0.303481,-1.0434555,-1.0535867,-0.8670732,-1.1254739,-0.009866561,0.03630331,-0.23035586,0.39894304,0.34213555,0.19519798,0.7635481,2.3694868,1.6782113,2.3564658,1.4171592,1.3967936,0.7043568
HOXB3,-0.19239898,-1.3399477,-1.8361202,-1.8831577,-1.3802449,-1.1055592,0.4011678,1.7007868,0.00814854,-0.3562336,1.4238813,-0.79790556,-0.02603802,2.05412,-0.7559576,0.35847777,2.185245,1.0372834,1.8480018,1.5447474,1.292361,0.44008026,-0.11282497,-0.18802056
HOXB4,-0.5173464,-0.47630802,0.14662369,-0.25558448,-0.8062396,-0.39803287,-0.7326792,-0.6008721,0.045691226,0.14947283,-0.86017716,0.15554939,-0.111511365,-0.34799314,0.0035812315,-0.033300534,0.18177253,-0.44314736,-0.09361967,0.9352692,1.3966619,0.95483524,1.1895751,0.49085966
HOXB5,1.9963034,0.35125992,0.54748315,0.18131234,1.0162305,0.96924585,0.96492475,1.4625796,-1.5659304,-1.549667,1.3196045,-0.8565831,1.5723244,0.57345694,-0.51861715,-0.4259853,-0.26943,0.10109183,0.92471474,0.43127504,0.28180173,-0.47692722,-0.6993929,-0.5519163
HOXB6,-0.47791782,-0.7736061,-0.80653447,-0.15089093,-1.0557609,-0.63151157,-1.2509391,-1.1902144,0.40433523,0.27101952,-0.5798985,0.36411175,-0.012408675,0.25515658,0.81719065,0.31680414,0.37844712,1.1105338,0.07242385,0.5524664,0.49921843,1.0493556,0.36624828,0.374533
HOXB7,0.640703,1.2978437,-1.4555757,-0.8137387,-0.22948517,0.09881198,0.68098056,1.5133392,0.997118,0.5794169,-0.54808885,-1.69515,-1.7606926,-2.8832476,-2.193681,-1.705406,0.30548653,1.0051322,0.79700935,1.0285976,0.351312,-0.22477122,-0.024008255,1.0129994
HOXB8,0.064841814,-3.6368039,-1.8178779,-0.6161158,0.35569823,0.2972352,0.51494825,0.48505536,0.966272,0.6798206,-0.40655142,0.6298604,0.53675336,0.4371144,-0.8743178,0.26365522,-0.2668244,0.64777386,0.062270757,0.7275135,-0.3041899,0.80906,-0.008327096,0.34086367
HOXB9,2.5908997,-1.4588141,-1.949119,-2.0451458,-0.3846279,-0.37712443,0.45829642,1.0131158,0.34483021,-0.25388357,0.0020480135,-0.348578,-0.3119636,-1.853641,-1.1708431,-1.5243735,-0.22407158,-1.0782189,0.9891526,2.0643506,1.1353669,0.9367113,1.3938104,2.7815773
HOXC10,0.30338082,-0.7813838,-0.8964992,-1.1310186,-0.37169376,-0.9891811,-2.0770707,0.5486098,-0.65473515,-1.0410767,0.68503803,-0.074393675,-0.036610402,-0.82238483,0.1765275,0.38413748,0.59689915,1.9506978,1.6069576,1.2604069,2.6079166,1.4760587,0.6436061,1.3690921
HOXC11,0.05284537,-0.42464614,0.01134328,0.37355423,0.9946657,1.104893,1.7375315,1.1092193,1.3959341,0.7346283,0.15671809,-0.06994802,-1.0277765,-0.9793522,-1.0098289,-0.9861529,-0.34522948,-1.4235818,-0.81853724,-0.8321048,-1.1944638,-1.252499,-0.8947245,-0.8389028
HOXC13,1.1545618,-0.87623554,-1.0540076,-0.033785805,0.3592319,-0.62787014,-0.15280987,-0.34560007,1.2037235,1.0205204,0.5732816,0.01991242,-0.9113907,-0.036431246,-1.1633792,0.18048613,0.7619567,0.98372954,-0.89456195,-1.09901,-0.4101321,-1.1173781,-1.4979843,-0.090986505
HOXC5,0.12544924,0.7303504,1.2305983,0.063069895,-0.46770743,-0.26034382,-0.37164932,-0.54379755,0.94266164,0.7000438,-0.5570771,0.37480032,-0.73407364,1.177473,-0.30652773,1.0090603,0.9235985,-2.1059349,-0.54583347,-0.5373936,0.009508089,-0.78878725,-1.7648901,-1.9473698
HOXC6,0.12544924,0.7303504,1.2305983,0.063069895,-0.46770743,-0.26034382,-0.37164932,-0.54379755,0.94266164,0.7000438,-0.5570771,0.37480032,-0.73407364,1.177473,-0.30652773,1.0090603,0.9235985,-2.1059349,-0.54583347,-0.5373936,0.009508089,-0.78878725,-1.7648901,-1.9473698
HOXC8,-0.3692095,0.69089884,1.2248313,0.2754499,0.0025556495,0.30700454,0.30646333,-0.8840553,0.27732077,0.1557066,0.021482207,0.46637252,0.80565083,1.4850781,-0.41680628,0.788774,-0.08884872,-0.8938221,-0.5335587,-0.34967166,-0.95779896,0.03455243,-2.2582908,-1.0371764
HOXC9,2.8314235,-0.42554656,-0.8355064,-1.0065916,0.35820276,0.2151079,-0.06590859,0.71628755,-0.84308344,-1.6352503,-0.42385975,1.063693,0.99396753,-0.7715191,0.3603523,-0.26046297,-0.4971318,-1.424626,0.80102915,2.4994392,1.0920177,1.1431189,0.7227167,0.39829516
HOXD1,-1.2198166,0.31537113,0.46933752,-0.029579766,-0.17740177,-0.25989276,0.5236178,-0.9669272,1.8198464,1.9369192,-0.6881761,-0.049286306,-0.06982605,0.16542876,-1.1048297,-1.0398523,-0.053968105,-0.5737369,-1.6080025,-1.4789623,-1.232122,-0.8195648,-0.6288587,-0.3706758
HOXD10,-0.0066875173,-0.527628,-0.10010522,-0.3654322,-0.74053884,-1.0420488,-0.78152746,-1.2923515,1.067819,1.4015238,-0.5935623,0.109668694,0.25915372,-0.33406866,0.20493214,-0.38361138,-0.060992554,-0.6557388,0.008045541,0.07290588,0.2753646,-0.2633013,-0.07382134,0.0061153155
HOXD13,0.4871839,-0.25457677,-0.90180725,-0.91434664,-1.8915522,-1.2262802,-1.4655261,-1.4389477,1.0863425,1.1362281,-1.264924,-0.35569343,0.5487612,0.25735247,-0.55267406,-0.8972507,0.26810086,-0.9934382,0.39166117,0.700562,1.171486,1.1966916,0.9235026,1.0641948
HOXD3,0.6278443,0.24784596,-0.3335553,-0.81108433,-1.2569827,-1.7125673,-1.4159032,-1.7359669,0.543872,0.8566349,-1.3252352,-0.3682392,-0.007718525,0.45090103,-0.45182732,-0.47274187,0.58964825,-0.8757196,0.8346968,0.18205382,0.36160493,0.41698444,1.3264853,1.5630358
HOXD4,0.12544924,0.7303504,1.2305983,0.063069895,-0.46770743,-0.26034382,-0.37164932,-0.54379755,0.94266164,0.7000438,-0.5570771,0.37480032,-0.73407364,1.177473,-0.30652773,1.0090603,0.9235985,-2.1059349,-0.54583347,-0.5373936,0.009508089,-0.78878725,-1.7648901,-1.9473698
HOXD8,1.6186727,0.61324155,-0.76291895,-0.73904943,-0.70854783,-0.0845578,0.34640563,0.40759566,1.2246071,0.77177286,-0.7017096,-0.08331199,-1.8104788,-0.3182239,-1.1501067,-0.1737219,0.3193324,-0.36632255,-0.28653464,0.46715385,0.17023596,-0.6831371,-0.8274965,-0.93133944
HR,-2.1220417,-1.4218377,-0.71841633,1.3271956,1.1981213,0.44578004,0.09677261,0.21794997,-0.58343434,-0.48706782,-0.73732156,-1.5214702,-1.2538993,-0.048845295,-0.5695171,-0.35264996,1.1534605,1.5958838,1.1354121,-0.29542062,0.43229538,1.4779251,1.0973976,1.6645112
HSF1,4.052989,-0.24431321,-0.8698477,-0.39484185,0.29007334,1.0637,2.6873698,2.3093042,0.7868009,0.1964763,0.11413231,-0.3335298,-1.7828344,-2.4369864,-1.7514958,-0.3293995,0.32302067,-1.5470599,-0.61483544,-0.510653,-1.5238147,-0.3701059,-1.0675324,-1.3825916
HSF2,0.34579003,-0.26319724,-1.0012453,0.41832805,0.0045418576,0.72700775,0.88100433,0.26211718,1.4489248,1.2045993,-1.4005527,-1.452113,-0.9316305,-0.49378544,-1.4865906,-0.0594728,1.5599618,-0.9334532,-0.42085347,-0.07209625,-0.22226173,-0.3948619,-0.25916004,-2.1423504
HSF4,-1.522878,-0.2597815,-0.76737684,1.2136359,0.09968491,0.07587811,0.86905557,-0.19994518,0.6183839,0.18557136,-1.2707433,-1.2415606,-0.8322639,1.3724611,-0.76996523,-0.74828124,1.9890488,0.47761735,-0.41630453,-0.9275578,-0.08973689,0.19105816,-0.04001664,0.12254328
HTATIP2,-1.1221948,0.055846196,1.1391425,0.791358,-0.62743133,-0.6889412,-0.44166282,-0.11887525,1.7718544,1.262798,-0.19317274,0.6395102,0.1637868,1.0836817,0.65852,0.50246364,1.1924881,-0.5496343,-2.7979293,-2.783338,-2.5212212,-0.9931811,-2.0779238,-1.1751715
ID1,0.7418241,-1.1946726,-1.3765261,0.63777065,0.9583519,0.4647402,-0.21756974,-0.77422816,-0.78192174,-0.50935024,-1.6927992,-1.169744,-2.2054708,-1.0468765,-0.4418759,0.26916638,1.5004803,3.378403,1.8924512,0.105364256,0.7327794,0.9363344,1.2305325,0.5161958
ID2,2.1547966,-0.10059988,-0.64956963,0.39817044,1.9957,1.1995598,0.8658772,0.021682061,-1.0204275,-0.7986608,-0.81604755,-0.68174756,-1.1757056,-0.7956382,-0.31027597,-0.28966007,-0.36717513,0.065588795,0.9899534,-0.106158756,0.72823095,-0.083588995,0.4382444,0.31579992
ID3,2.1065612,-0.43120328,-1.2198055,-0.63519424,0.35356396,0.34716848,-0.29266235,-0.13543792,-0.8387237,-0.5143622,-1.1140798,-1.1725159,-0.8478557,-0.15319416,-0.09273634,-0.291349,-0.58589166,0.563892,1.6420304,0.48803675,1.4333572,0.6193794,1.7008688,1.5735478
ID4,1.4556046,1.1741496,0.21493797,0.38695592,2.3933809,-0.67534137,0.08981023,-0.12221153,-0.28344658,-1.3150654,1.1677637,0.30263275,-0.089634806,0.29845342,0.7351281,1.6121492,-1.5458453,1.1884116,-1.8121322,-0.7706268,-0.8381245,-1.3218259,-0.42589295,-0.12071065
IKZF1,1.8805088,-0.036428686,-0.31294152,-0.54040843,-1.9647894,-3.201096,-2.6482663,-2.5693576,-0.41358325,0.0012610317,-0.819299,-0.047463305,-0.025405874,-0.19146687,-0.0062206555,-0.07744922,1.5980603,1.5418776,1.2209395,2.2339115,1.2764223,2.225395,1.3480258,0.8012352
IKZF2,-1.0815063,-1.085517,-1.194579,-0.9603336,-1.2637035,-1.1742911,-0.91747975,-0.94104815,0.8997037,1.0004133,-0.121636145,1.0090228,0.5575727,0.43388999,0.9584751,-0.25365233,0.013612477,-0.18683407,0.3293215,0.6388339,0.49845228,0.51102513,0.8142004,0.2925146
IKZF3,-0.39822832,0.20543967,-0.6927166,-1.4017185,-1.3662705,-2.106876,-2.285912,-2.0609224,0.08398038,0.6379677,0.6602534,1.578926,2.2638462,1.5125108,1.3192763,0.070686564,-0.659299,-0.13104637,0.6738966,1.0484232,1.1158011,0.85909295,0.48616993,0.022730138
IKZF4,-0.87000304,0.83722305,-0.93114233,-0.6751133,-0.39883333,-0.19165403,0.66855955,-0.19646777,-0.62977934,-0.5727556,1.0738132,-0.20876187,-0.07754393,0.7281918,-0.6746809,-0.30800697,-0.06252498,-1.129431,0.6351013,1.0297441,2.3116176,0.67250186,1.2658718,0.8358708
IKZF5,-1.0815063,-1.085517,-1.194579,-0.9603336,-1.2637035,-1.1742911,-0.91747975,-0.94104815,0.8997037,1.0004133,-0.121636145,1.0090228,0.5575727,0.43388999,0.9584751,-0.25365233,0.013612477,-0.18683407,0.3293215,0.6388339,0.49845228,0.51102513,0.8142004,0.2925146
ING4,-0.5256538,1.570771,0.647066,0.9338613,1.4325334,1.2104192,0.777666,-0.11071392,-0.50496715,-0.70344615,-0.2506566,0.21887782,0.4543503,1.0459375,0.7161585,2.3423166,-0.8705119,-0.0017603504,-0.7492843,-2.4721737,-1.604703,-1.3561819,-0.8083079,-0.9526849
INSM1,-0.55428267,0.5694269,0.2999054,0.47879416,-0.24565935,-0.25410223,0.04292405,-0.7616125,1.449205,0.99415046,-0.8998198,-0.38199767,-0.0024789127,-0.40634432,0.12877381,-0.41197452,0.7663877,-0.6396739,-1.0835129,-1.0879892,-0.6328036,-0.99711657,-1.1650121,-0.52004784
IRF1,1.219482,0.26362452,-0.6086059,-0.5625243,-0.87846947,-1.1245401,-0.98373544,-0.027152998,1.0165459,0.6709464,-2.3042262,-0.88584185,-1.7769634,-1.198866,-1.3533281,-0.82582736,0.12754887,0.25067484,0.15046163,-0.24660528,0.678007,0.93795973,1.1605989,2.0415256
IRF2,-1.9930432,-1.2078248,-1.554236,-0.21951772,-0.6159293,-1.0231943,-2.2089472,-1.356697,0.7494535,0.80186886,-2.546906,-1.0563676,-1.5708153,-1.0533555,0.17354089,-0.16109493,0.86662704,2.6181436,1.6457857,0.9936311,3.01351,2.0632794,1.1169611,1.4784186
IRF2BPL,1.4232019,2.225918,1.1837044,0.80426663,-0.06821903,-1.5721387,-1.6837146,-0.53730243,0.3607427,0.63823056,-0.86405456,-0.48168856,-0.9509238,0.99514395,-0.20243348,-0.00094255904,0.57023185,-1.533175,-1.5017263,-1.2572677,-0.104757816,0.209813,-0.44705656,-1.4126822
IRF3,0.74050844,-0.71786314,-2.7388945,-0.508152,-0.5040141,-0.35056114,-0.8386735,-1.0095327,0.08909295,-0.5401822,-1.3232951,-0.08345281,-0.019588975,1.865285,0.7276578,0.36717445,0.744002,0.9663396,0.23063472,0.74774224,0.62009627,0.7737447,1.365551,1.3692235
IRF4,-0.46751496,-0.27859047,0.14493129,0.51892054,-0.096969716,0.6018618,0.25849444,0.42062688,0.16614287,-0.28021133,-0.7062028,-1.3607365,-1.3561358,0.26477763,-1.1601354,-1.2346737,0.4532749,0.23102461,0.39293054,1.1352085,0.6368227,0.40279558,0.35522553,0.98727
IRF5,2.3536077,0.4180883,-0.86030877,-1.2258606,-0.011656945,-0.40640324,-0.42838046,0.21034983,-0.38917178,-0.87975204,-0.7679861,0.23587473,0.65676266,-1.1705052,-0.63337976,-0.7303718,-0.8200613,-0.82342446,0.8285592,1.7909548,1.215512,1.3605484,1.6223997,1.0470695
IRF6,1.2791989,0.009967029,-0.09948234,-0.0026432765,0.2501355,-0.046381205,0.15559359,0.5254244,-0.03009362,-0.2287264,0.5030556,0.27813488,1.1824863,0.36285892,0.047298647,-0.77317375,0.57366747,-0.95571256,0.46445248,0.7853654,-0.87953496,-0.59270364,-0.9772491,-1.0096523
