,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46
SPI1,-1.5140992,-2.1723814,-2.0095327,-0.588254,-1.3709128,-0.99535435,-0.6510451,-0.7781021,-1.7383986,-2.0198793,-1.1423794,0.2638643,-0.85557836,-0.57056665,0.04383402,0.19385867,1.73829,3.378767,3.6208029,2.4039493,3.4907424,2.5810802,4.333008,3.2239258
SPIB,-1.7515581,-1.3846264,0.5915186,0.2959347,-1.2348402,-0.41720343,-0.80572367,-0.5550816,-0.81442136,-0.72337264,-0.38312602,-0.14808436,-0.35383415,0.61208993,1.920789,0.3248041,1.5694602,0.09149473,0.20677929,2.18774,1.246093,1.6973214,0.83018655,0.54114896
SPIC,-0.7850959,-0.15289699,-0.28500757,0.78594816,-0.8890575,-0.6904782,-0.52430415,-0.33713993,-1.910549,-1.6086111,-0.25196975,-1.0071399,-0.6708203,0.56050396,-1.2126082,-0.32459012,0.95428926,2.3499522,2.3573322,2.408833,2.4736602,2.5012107,2.1882217,1.3363776
SPZ1,-0.18108913,2.2997544,2.8831542,0.930255,1.5093656,0.97505283,0.7136607,-0.0398899,-0.7561174,-0.5873403,-0.81448585,-0.6974034,0.6732583,0.7891971,-0.0705492,-0.33843538,-1.4366868,-1.3361694,-1.1176039,-1.0992334,-0.57346016,-0.4380425,-0.46207565,-0.74356085
SRCAP,-0.024109958,-0.18492287,-0.962695,-1.2000062,-0.9963191,-0.8216275,-0.1602115,0.43744862,-0.76070344,-0.7256597,2.1674385,1.0989176,0.84367144,0.8542051,-0.23401727,-0.39509588,-0.22486138,-0.3227476,-0.08454388,-0.29669878,0.32176444,0.009983396,1.032664,3.3614264
SREBF1,-1.3131618,-2.5858636,-4.6335707,-2.715214,-4.4243402,-3.8915238,-3.7947953,-1.5909339,0.5758994,0.82271206,-0.026143948,-0.049259212,-0.7075427,0.9616584,-0.45917967,-0.7000306,2.3688836,2.8904705,2.1700773,4.095817,4.3905587,4.897994,4.1229,2.9470434
SREBF2,-0.7856218,-2.3643167,-4.2674193,-3.3502717,-3.466352,-3.2289598,-3.102077,-0.9137889,-2.8153968,-2.3791225,1.6820583,1.0043205,0.01911646,1.0612426,1.4277431,1.0369694,0.02910886,4.758605,3.8003895,4.5188184,6.158022,6.864649,5.324856,4.74231
SRF,1.2438833,0.69495904,-0.4253889,1.9791756,-1.0399362,0.24812111,0.5271803,-0.3141376,-1.6959264,-2.0557358,-1.2373425,-2.1540892,-3.4810846,-1.4973943,-1.2351551,0.080793396,2.2989402,3.2695558,0.9270067,1.3839993,1.4111753,2.1221366,1.8772709,1.2253473
SRSF2,-0.37373108,-0.5307229,-0.81400895,1.03669,0.5189707,0.6608275,0.55206954,0.76045424,1.2874279,1.0457045,0.19999523,-0.37420222,-1.4598445,-0.5422436,-0.9245637,-0.14538102,1.1879996,0.4045041,-0.37401596,-0.16959915,-1.2548026,-1.7198794,-1.7019644,-1.6284407
SRY,-0.67670006,-0.295479,0.54526937,1.3087237,1.162959,-0.095078416,0.5246525,1.4895617,0.4094638,0.7925446,-0.21013668,-0.7125864,-0.8801741,-0.9246335,-0.6742916,-0.76895696,1.1937914,0.5092273,-0.83028585,-1.1566718,-1.3832084,-0.15488578,-1.5544436,-1.0796945
SSRP1,-0.95648706,-1.8869203,-1.5745082,0.32712677,0.48398408,0.37834105,0.2841863,-0.3864182,-1.0592077,-1.1033125,-1.8628758,-2.5121815,-2.8304586,-0.5160345,-1.7977949,-0.5133869,2.0388496,3.4221108,2.511919,1.2660652,2.0590665,2.2069836,3.2690272,2.897985
STAT1,0.29418364,-0.7002409,-4.363202,-1.9246982,-1.5116796,-1.9183055,-2.1610422,-0.76444834,1.2531621,1.5696272,-2.452241,-2.4502957,-1.9051621,-0.65156424,-2.0592918,-1.210184,2.7947075,2.9523785,1.4418845,0.50450635,1.7592736,1.8540262,2.5580137,3.2767875
STAT2,0.7177251,0.69890505,-0.857184,-0.7904717,-1.0655828,-1.0790441,-1.4976511,-1.3838553,0.8425935,1.0914494,-1.2643589,-0.3242102,0.3193536,0.009279529,-1.0513736,-0.59344405,0.09751702,-0.11577928,0.5168779,-0.6533697,0.49589622,0.88489777,0.69561946,0.9220457
STAT3,1.8968613,-1.2092675,-3.4544957,-0.4478233,0.21753024,0.99492633,0.71698123,2.238429,0.4955597,0.2960288,-1.03053,-2.874299,-1.5187681,-1.2548122,-1.8041857,-2.7325914,1.6918602,0.05803046,1.1155586,0.9012639,0.57776904,1.4770101,1.2952017,1.4216018
STAT4,-1.1682715,-1.004669,-1.8041788,0.13438234,-0.5790537,0.84133714,0.32909098,0.6728939,0.38947532,-0.06776937,-0.47267976,-0.9854498,-0.7359879,-0.25090924,-1.4177749,-1.1641757,1.6844296,1.506014,0.99987304,0.59865683,0.17259468,0.7308277,0.3193169,1.4433559
STAT5A,-1.3737334,-2.8323483,-2.912697,-0.9511809,0.19915442,-0.102114476,-0.17677976,1.0667378,-0.09642881,-0.40918776,-0.718992,-1.4795935,-1.7095295,-1.9907849,-0.37517688,-1.7131968,1.2987891,3.0331416,1.6067104,1.7175863,2.100373,2.788339,3.034913,3.097541
STAT5B,1.0326833,-1.916568,-2.4500751,-0.95466584,0.54324186,0.2638232,0.6713742,1.8815733,0.40773204,0.25642875,0.97283775,-0.6427436,-2.1664777,-2.6674373,-1.3698227,-1.2724671,0.39135626,1.1149817,1.1210493,0.36910376,0.47760335,1.1870519,1.0222663,1.4114661
STAT6,1.0199502,-1.4690388,-2.5364914,-0.35058448,-0.075394526,0.55217505,0.53221345,0.051201932,-0.118313536,-0.92463684,-1.1406825,-0.8040486,-1.498265,-0.9363671,-1.6632833,-1.1180595,1.2892374,1.2665613,0.4621472,1.6160682,1.9534848,1.5869154,2.1841822,2.3131738
STOX1,-0.26707196,-1.0015286,-1.0704141,0.32772735,-0.75645375,-0.76686954,-1.3828636,-0.2949562,-0.041624844,-0.28224504,1.2318128,1.3134674,1.8639543,1.5482173,0.4847861,0.52324474,1.1052109,0.8801351,0.5788857,0.18650576,0.2335114,-0.30828768,-0.9446597,-0.6539899
SUPT20H,-0.52627826,0.46798316,0.7744206,-2.3613653,-0.038329042,2.0378058,0.60047734,1.0027812,-1.4112034,-0.6201926,-0.50923145,2.945438,0.26338273,-0.11408358,2.1571875,0.53037965,-3.0873399,-0.013820439,1.1662041,2.3755872,-0.36303937,0.8024726,0.5010717,-1.0482194
SUPT3H,0.5057085,1.5909228,-0.60782504,-0.92877144,-1.8888044,-1.0753555,-1.1840378,-0.8835837,0.36818472,0.9342363,-0.5350824,-1.3419552,-0.42445055,0.2714676,-0.5061472,-0.24341197,0.40995383,0.061523464,-0.25614592,-0.5410786,0.30334318,0.9511577,0.27739716,1.6660888
TADA2A,-0.20248571,0.14466032,0.6427264,2.358193,0.3050464,-0.047609545,-0.7371251,-1.2897443,0.37232596,0.14233337,-1.2127533,0.7017331,-1.1177318,1.292488,1.081958,1.3569571,1.6129289,0.22590119,-2.1845806,-2.4037356,-1.155377,-1.5687302,-1.8957441,-0.5301704
TAF1,-0.32790762,-0.051253565,-0.08009178,-0.5717243,-0.152073,0.52634674,0.22798456,0.10781119,2.6538954,2.5955107,-0.9588567,-0.31784058,-2.1031358,-2.4603958,-1.9272853,-2.3487434,-0.23879799,-1.1262231,-0.112771094,-0.8132804,-0.60355675,-0.4598832,-0.8449852,-0.41207784
TAF12,-1.1279228,-1.4333886,0.27598757,0.17654857,0.5449179,0.8631693,0.43076703,-0.35916132,1.1550713,0.8638354,1.1112767,0.8688193,-1.4023496,-0.3336651,0.2574909,0.6944219,-0.38528273,-0.2812483,-0.45880982,-1.3934728,-0.580999,-1.4313813,-1.191774,-0.36121997
TAF4,0.7954837,1.4161385,-0.52752817,0.155069,0.06648785,-0.5036539,-0.64409894,0.01872117,-1.5945486,-1.6197523,-1.7677907,-1.5232277,0.27507252,-0.53740937,-0.71657085,-0.66942346,0.5022998,1.5987184,1.5596429,1.7374779,1.5871215,2.4272692,2.4772062,0.9686419
TAF5,-0.002812717,0.5694634,-0.47010726,0.3958691,0.63895607,0.15081502,-0.48019403,-0.33268178,-1.1000261,-1.4269234,-1.3887988,-1.2854329,-1.0132276,-1.093783,-0.7559736,-0.25236216,0.32513204,1.979954,1.7470421,1.0637436,1.6636769,2.0011787,2.3114896,1.00875
TAL1,-1.8642229,-2.033326,-1.7255089,0.29032627,-0.2691902,0.20557319,-0.19030051,0.055771664,0.9689983,1.0968279,-2.7344534,-2.0080028,-3.6269748,-1.6904294,-0.7823596,0.3895064,1.740014,1.3583087,1.5234795,1.6636297,1.675006,1.0992932,0.8724091,0.94996643
TBL1X,-0.51824033,-1.3761259,-0.21480866,1.0220443,0.6685696,1.8052309,2.3153384,1.9735612,0.7809161,0.09810062,-1.0554686,-1.2239461,-2.6442974,-1.70527,-0.9073187,-0.35362488,0.9460825,-0.0014936082,-0.62376964,-0.843925,-1.0796078,-0.7039792,0.12658828,0.2603657
TBP,1.7266229,-0.587498,-1.2281115,1.3683697,1.5386666,1.0260618,1.7319047,1.5039575,1.0924325,0.68616784,-0.98699236,-1.156274,-3.872122,-2.0546207,-1.6302744,-2.0631413,1.5794741,1.1021549,0.044208277,0.58505225,-0.98371387,-0.98060983,-1.4475566,-1.6187882
TBPL1,0.38358283,3.1453698,2.198971,0.9725402,1.1030424,0.49732155,0.63225085,-0.38497654,0.37390682,1.0803981,-2.0194252,-1.6196835,-1.9281566,-2.030764,-2.231847,-1.8100122,-1.3961853,-1.275437,-1.5075445,-1.3207686,-0.46182802,-0.36330783,0.69261974,0.33322653
TBPL2,2.0461195,0.39519805,0.12318702,0.2562533,1.0462348,0.73227286,-0.29937953,0.05832025,0.8370779,0.5876277,-1.9732894,-1.4435617,-2.8107355,-2.1502624,-1.9936227,-1.7058247,-0.61614263,-0.768837,-0.8489282,0.6012992,-0.39514273,0.476397,0.721919,1.6982999
TBR1,-0.48387322,-0.20644234,-0.38591996,0.6306075,0.57033473,1.2767578,1.3608242,0.9196323,1.6351242,1.3982098,-0.6699668,-0.5680918,-1.112233,-1.0870389,-1.1574247,-1.224739,0.35179344,-0.62325275,-0.6697829,-1.1613055,-1.2052001,-1.053911,-1.0917358,-1.3899152
TBX1,1.1204231,-1.1863788,-0.17805256,0.077952035,-0.302436,0.71771866,0.5425272,-0.5370475,0.08514185,0.06982182,0.17055297,-1.6853197,0.5126972,0.57345235,-0.7846302,0.099088565,2.3725007,0.7038877,0.050347447,-0.27380824,0.086805545,-0.9008641,-0.856856,-0.5252573
TBX10,0.5275009,0.10717684,-1.1738626,1.4564825,1.4255669,-1.3796595,0.504072,-1.4543501,0.11257734,-0.08768698,-1.6284648,0.26616812,-0.7506203,1.3971992,0.3842551,2.6688216,-0.053281862,1.119114,-1.6007009,-2.3664942,-1.0897839,-1.1736403,-0.3018786,0.8810927
TBX15,1.0364712,0.5697331,-0.56276965,0.67588437,2.0402133,0.672756,0.49851912,1.1516603,0.04853676,0.1353774,-0.6203595,-0.7596741,-0.9509533,-1.0959578,-0.101441525,-0.14836226,-0.3847545,0.1287084,-1.1380507,-1.0528982,-1.3723633,-0.47264448,-0.8937505,0.1823634
TBX18,-0.27931365,0.75913703,2.291301,1.437063,2.0836108,1.0876853,0.694596,0.63473386,-1.1980648,-1.1133705,-0.314424,-0.014133104,0.36223558,0.6543172,-0.047331113,0.52801406,-0.19760248,-0.3390578,0.44268006,-0.5906018,-1.089107,-0.63731766,-1.2430942,-1.3872371
TBX2,-0.7161944,0.26516026,1.6534835,0.59207964,1.2238628,0.964864,0.9078017,1.1286799,-0.1381351,0.51413924,0.09184794,0.8741373,-0.2927664,-0.3766175,0.8766254,0.12275699,-1.3069382,-1.0040153,-0.6596348,-1.7029175,-1.5517478,-0.78990155,-1.4424013,-1.2086973
TBX20,-0.22389355,-1.1879826,0.06620208,-0.13378376,-0.15682386,0.19282667,0.21752565,-0.14854226,1.3879278,1.1318209,0.105196394,1.0581579,-0.7444204,-0.7754654,-0.98066956,-1.3117852,0.43608716,-0.5302138,-1.5415267,0.17007892,0.953464,-0.8169535,-0.5004861,-0.80554044
TBX21,-1.3915132,-1.0313476,-0.9117099,1.0544909,0.6447373,0.78967315,0.98613834,0.95034575,0.78235924,0.50807583,-1.5186409,-1.4569243,-2.456176,-0.5452777,-2.0321958,-1.5492488,0.60564697,1.5919912,-0.35206413,0.51202476,0.5804412,0.84215385,0.5398668,0.5471378
TBX3,-0.16618845,0.3810086,0.939625,-0.87648493,-0.5259008,1.0148715,0.6632363,1.2371883,-0.26512682,0.08809075,1.9906969,0.9723796,1.0002754,0.2109017,0.46246833,-0.8143333,-0.70931655,-2.4870696,-1.0474921,0.17490815,-1.0492936,-0.6814309,-0.99520195,0.40869105
TBX4,-0.3313786,-0.2612784,-0.3807558,-0.14012994,-0.25789106,-0.30395427,-0.27273595,-0.1639589,1.3122903,1.397989,-0.37709343,-0.39812815,-0.36527884,-0.5063834,-0.41641533,-0.2947037,-0.09206897,-0.57762045,-0.34229177,-0.26107824,-0.27775845,-0.30460247,-0.39958525,-0.42752376
TBX5,0.15545824,1.1942415,-0.16335651,0.48551783,-0.36616752,-0.8804052,-0.8867426,-0.8527635,0.6758035,0.6127118,-0.2849133,-0.3152931,-0.49440467,0.41919976,0.40613738,-0.042379204,0.9007209,-0.38975164,-0.6207228,-1.3086371,-0.27278814,-0.11352274,-0.50960606,-0.68051565
TBX6,0.3097103,-0.7082647,-0.5621657,-0.18041033,0.35006097,1.2746745,1.0077384,-0.5219502,1.035201,0.999492,-0.0884461,1.0089053,-1.6199558,-0.65070796,0.42983478,0.66314876,-0.6462352,-1.3479694,-1.0977092,-1.1698562,-1.2258403,-1.6752516,-0.58394766,0.1552309
TBXT,-0.25288594,2.3958733,1.5439141,2.5402043,1.757866,1.5660951,1.5932522,1.3609909,-1.0339552,-0.98569256,0.028015288,-0.50613356,-0.03141266,0.0927741,-0.4288849,-1.0764728,0.41145113,-0.008757976,-1.1080519,-2.1969552,-1.4385444,-1.5323138,-1.5726438,-1.1245397
TCF12,0.34380233,-0.4162199,-1.453824,0.70534164,0.4095389,0.60010666,0.35628536,0.09025489,0.0641319,0.4128081,-1.2371075,-1.2953165,-2.3429031,-1.6272043,-0.33551073,-0.42932668,1.625183,0.75162446,0.28326815,0.1345293,-0.084533796,0.06973929,0.17532195,0.75212556
TCF15,1.2591971,0.5826836,0.47303438,0.5969583,0.8691402,1.1351985,0.9175073,0.8500864,-1.7460953,-1.6540545,0.83197546,-0.9069354,0.09698994,0.2373422,-0.8494986,-0.783148,0.17888217,0.5801731,1.0833617,0.47572142,0.40304074,0.7241621,0.16394804,-0.01724526
TCF20,0.0857968,1.1411991,0.23686972,1.9303339,1.2474647,1.398208,1.8712338,0.03252625,-1.5101689,-1.5091122,-1.5005136,-0.8656718,0.019813746,1.1039094,0.9508958,0.4912525,-0.42747453,1.2080537,-0.9537492,-0.652268,0.24949062,-0.86367047,0.78026277,-0.7103667
TCF21,-0.3525721,1.4158169,1.3812263,-0.036072873,-1.229687,-1.7073202,-1.426676,-1.0996923,-0.24625704,0.2625214,-0.38474163,0.13328359,-0.7349335,-0.8512482,0.96041894,0.80593675,1.7972895,-0.3634953,0.017203363,0.029993346,-0.39560524,0.09776679,-0.6000802,0.33949322
TCF23,-0.1745186,-0.5069384,0.46229717,-1.4337361,-2.1327865,-1.3408822,-0.82036346,-0.613547,0.4030426,0.42582586,-0.17498672,2.1471362,0.70412815,-1.0553998,1.4751645,1.3613906,-1.7906399,-2.3070612,-0.4309658,1.2752031,0.83405095,0.5698826,1.2756761,1.0742075
TCF3,-0.2904754,-0.89380723,-0.42439398,2.1870515,0.4707559,1.0188906,0.8879471,0.6304363,-1.1818523,-1.7630497,-1.9058996,-1.2171918,-3.3158314,-0.7370207,-0.22366913,0.75860345,2.780024,2.1090596,0.7396172,0.79956716,0.8795934,1.1081066,0.7591695,0.10680852
TCF4,1.7620342,-0.51057106,0.32278243,-0.23866692,0.63764703,0.16862056,0.724935,1.1045414,-0.31150433,-0.8760489,0.17589967,0.08181182,-1.5843928,-1.8450574,-0.5598643,-0.24882431,-0.8366807,-0.37035435,0.16039911,0.83586544,0.7570636,0.38664794,0.14991795,1.2148874
TCF7,-1.096966,-0.7072977,-1.2028842,-0.80422854,-0.6296921,-0.09485908,-0.1175199,0.24727032,-0.866429,-0.6572537,0.6388561,0.40518987,-1.7478466,-1.4461342,0.36319017,0.74412,0.20284091,1.472479,1.5841564,1.290168,1.6601739,0.41880408,1.458264,2.1472776
TCF7L1,-0.2552947,-1.4174358,0.6898912,0.08784228,1.0397509,0.5044112,2.2654173,0.74735206,0.98984385,0.5423013,0.22598992,-0.037148714,0.39651248,-1.3886608,0.29147097,-0.8119997,0.22491808,-0.5970189,-0.36287636,0.6273736,-0.88464093,-0.8597042,-1.823486,-1.9247088
TCF7L2,1.7752792,0.3555359,-0.61297625,-0.24983652,-0.68600565,-1.0675573,0.08360025,-0.55334455,-0.28514314,-0.2029666,0.36411223,0.101766855,-0.35648263,0.7785931,-0.13303788,-0.25062433,0.44393682,-0.51398915,-0.39574888,0.6271006,-0.35498527,-0.727932,0.15654632,1.5126009
TEAD1,-0.31641677,-0.15675615,-1.1120809,-0.9364853,-0.7598013,-0.8555006,-0.4371418,0.19590408,-0.9084791,-0.27123758,0.55346465,-0.45658025,0.122299336,-0.58715606,0.7160213,1.4947801,0.15112604,0.56200516,0.57950556,1.1661114,0.76670825,0.6986507,0.9926098,1.544057
TEAD2,-2.0820687,-1.4943088,-0.5607395,1.064085,1.1990557,-0.34280556,0.9428878,-0.59435004,0.9017935,0.79194385,-1.2254919,-0.32450876,-0.7211556,0.12796003,0.64632976,1.5516677,0.3012301,0.81023073,-1.9119838,-1.1524365,-0.58801806,-1.4319487,-0.3051202,0.72411877
TEAD4,1.2805643,0.109463185,-0.5260184,-0.55136704,-0.32111838,-0.2669574,0.20091203,0.60970855,0.22627334,0.4636787,0.2113789,-0.88857836,-0.29598546,-0.9816302,-0.8826798,-0.9214568,0.07499403,-0.13727051,-0.17397124,0.07837629,-0.32413775,-0.26627618,0.11880083,1.2572564
TEF,0.7850745,0.48797342,-0.5729294,0.8352025,2.4411523,2.9012418,1.7697259,1.7799398,-0.25731638,0.028957384,-0.7793349,-0.9899371,-2.3693817,-2.1620202,-1.4011751,-0.0679994,-0.21121924,-0.4473113,-0.45410755,0.28530568,-0.69020987,-0.70000124,-0.21082565,-1.528778
TERF2,-1.0655231,-0.09600223,0.10694284,0.96230716,0.62553686,0.9504584,0.5863293,0.8322128,-0.23381004,-0.54808587,0.14287284,0.44205558,-0.65838057,0.2564312,0.8852056,0.8931932,0.63399917,0.092351325,-0.7535193,-0.93404734,-0.79437834,-1.0865743,-0.6481464,-0.3537361
TET1,-0.37319136,0.7408445,-0.92793876,0.15880539,-0.030979317,0.2092623,-0.16937548,0.07089083,1.7628483,1.6147026,-1.2100463,-1.0262636,-0.93937,-0.5047445,-1.5254064,-1.7864528,0.96627367,-0.015814796,-1.0353563,-0.5310863,-1.4562793,-1.5496051,-0.57433534,0.7435249
TFAM,0.29339248,-0.09389557,-0.8751333,-1.1745124,0.37212566,0.64843076,0.1508603,0.8859472,0.7741992,1.028528,0.95371795,1.8860322,-0.40283492,-0.7429053,-0.0906793,0.92186505,-2.2967749,-0.82997674,-0.3942814,-0.18360928,-0.3341751,-1.0014931,-0.7441715,-0.91374576
TFAP2A,1.1885722,0.8370177,-1.7845247,0.2534479,-0.28685194,-0.18944626,0.14801423,-0.68460494,-0.5845667,-1.386014,-1.3011786,-0.6009829,-1.8511957,0.07758386,-1.2527256,-0.7904969,2.1449826,2.1770387,1.4347703,0.36960745,0.9971561,1.7424835,0.8060259,1.1749333
TFAP2B,-0.7550486,-1.0828184,-0.295168,-0.83824366,-1.4695481,-0.18372522,0.7032831,0.47766972,-1.2709432,-1.2638881,-0.197318,-1.5346704,0.53718305,-1.0080347,-0.8682064,0.38296998,-0.3983997,0.13352126,1.4374088,2.4219306,2.555653,2.9312756,2.5431285,3.0218956
TFAP2C,0.6560475,0.0034886377,-0.15380628,-1.6331805,-1.7671996,-1.1501198,-1.6388347,-0.9898349,0.31773025,0.5297571,1.7372798,0.038142093,0.031719927,-1.1334686,-0.5512803,-0.0014449918,-0.49217647,-0.045091975,0.75196797,-0.12807077,0.57414454,1.3118056,1.0146099,1.86415
TFAP2D,-0.27267122,-1.1253327,-0.28917715,-0.69973254,-0.61544454,-1.3654639,-0.8187464,-2.14151,-0.4741658,-0.26369405,-1.7202945,-1.2985493,-1.885369,-0.2929629,0.29273275,0.93235296,0.58399737,2.3611345,0.84256834,1.2127198,1.5500562,2.4880383,2.95592,1.9069899
TFAP4,1.2804583,0.4074393,-0.6255502,-0.088996105,-1.7467676,-1.438153,-1.4047784,-1.1113209,-0.6595766,-0.40117893,-0.6908285,-1.1896092,-1.0404947,-0.43563154,-0.96504915,-0.6255817,2.3541749,1.5191023,1.267347,1.036203,1.2957975,2.3012092,0.73298115,1.4678553
TFCP2,-0.4176319,-0.10320764,-0.62856865,1.2634501,1.6007916,1.2982348,1.068798,1.7394265,-0.21529618,-0.21455778,-0.7694659,-0.9842881,-1.3876942,-0.5640177,-0.10664359,-0.57450926,1.3529603,0.13053711,-0.09470222,-1.1860309,-0.71876913,-0.66061056,-1.209563,0.20374477
TFCP2L1,3.5604355,2.269262,-0.95936745,-0.9901439,-0.8019172,-0.95594764,-1.4620104,-1.163928,-0.27919167,-0.4341247,-0.7009041,-0.26838654,0.24889016,-0.8796223,-0.8134334,-1.1159899,-0.89286655,0.52916163,0.88614386,-0.06732462,1.252461,1.1830996,-0.09441385,2.0627887
TFDP1,-1.7439852,0.48376834,0.276189,0.7846441,0.4895553,1.1189153,-0.6964386,-0.65473473,1.2870941,0.94856656,-2.04628,-1.6768168,-0.71746,0.10252082,-0.89805484,-1.2598137,1.1666657,0.26216936,-0.3769763,-0.57681274,-0.35755682,0.022986412,-0.52646977,-0.17343663
TFDP2,-0.59800947,0.74740016,1.3730005,0.75303566,0.03516811,0.20199186,0.15264747,-0.26455534,0.9473796,1.001336,-1.506087,-0.6180787,-1.2408025,-0.2684499,-0.8656924,-0.9195679,0.27301842,-0.8698413,-1.3090291,-0.84483373,-0.6698185,-0.726539,-0.07172685,-0.24154153
TFDP3,1.5736616,-0.33851433,-0.71251005,-1.4099803,-2.9227154,-1.869256,-1.651198,-1.1671683,0.4129027,0.60755444,-0.64969087,-0.06648257,-1.7541338,-1.1000315,0.010847534,0.36492866,0.7809739,0.49677238,0.62266695,1.0265253,1.1115448,1.2167751,1.6445479,1.8441733
TFE3,0.38088423,1.9005593,-0.66212463,0.947077,-0.35295883,-0.47950637,0.073158704,-1.0045284,0.08982221,-0.67847425,-0.68710196,-1.708661,0.61466795,0.9054999,-1.117325,-1.2503259,1.7101281,-0.17309365,-0.4327868,0.23899539,0.31397584,-0.15907562,0.5436479,0.7371168
TFEC,-0.8399408,-0.8901606,-1.0992926,0.42864394,-0.6207423,-0.6940574,-1.2504622,-0.8941882,0.5951113,0.645997,-1.5933467,-0.604096,-0.9965002,-0.4058408,0.6625602,0.47943735,2.5566046,1.5697175,0.51292205,-0.079680696,0.084033646,-0.13002446,0.15798186,0.047471218
TGFB1I1,-0.33439708,0.105582826,-0.78147894,1.2884946,-0.02927847,0.082743034,-0.09031219,0.16927533,-0.23624322,-0.9200361,-1.844915,-3.423195,-1.5311565,-1.0202793,-1.398653,-0.64082724,2.1449509,1.5310092,1.2145692,0.8215381,0.15167458,1.4419504,2.695502,1.4667082
TGIF1,0.18552637,-0.46407232,-1.432741,-0.9418612,-1.0301088,-0.1032784,-0.6311289,-1.2326344,2.581703,2.1244195,0.3847077,0.85601497,-0.46499982,1.1425917,-0.73338425,0.35787335,0.28761718,-0.63225853,-0.31563103,-1.3605881,-0.8772258,-1.8023102,-1.9114931,-1.0270443
THAP1,0.18238127,-0.4680669,-1.4198954,-1.2217507,-0.3770386,-0.16383691,-0.42476928,-0.58738893,1.4355778,1.999948,-1.9471601,-0.6960136,-1.3678544,-1.199633,-0.25002107,-0.20829168,0.1755762,-0.65035534,-0.11731326,-0.46598452,0.13770361,0.4833425,0.44535953,0.57087636
THAP11,0.20185395,0.6437747,0.71024126,1.667274,1.5349846,0.9614654,0.35203457,0.1588057,0.087994576,-0.066689834,-0.26582962,0.063217655,0.22348046,0.25447455,-0.3043166,-0.6758703,-0.35175744,-0.46970066,-0.86141676,-1.1923091,-1.0887727,-0.7600237,-1.2854525,-1.1101035
THAP7,-0.44127834,-0.73975545,-0.29636556,0.4544194,0.5370965,0.75015587,0.18913129,0.9380554,0.9675241,1.3066577,0.2170419,-0.24297087,-0.6591261,-0.16346112,-0.5978108,-1.1089201,-0.11543771,0.5290926,-0.8073249,-1.0222943,-1.3237795,-1.027631,-0.63794124,-0.72940636
THAP9,-0.76614636,1.1513782,0.9164311,0.4746424,-0.89896065,-1.34399,-1.3936282,-0.8256286,-0.9921473,-0.7378288,-0.9038513,-1.2402965,-0.70530933,-0.8448096,-1.0242363,-0.73901784,1.1161082,1.3630766,1.3101393,1.2264185,1.3948518,1.5790957,2.3510032,1.5715457
THRA,2.1617131,2.6878884,0.27707252,-0.10466691,0.12410758,-0.25842157,0.62190247,0.3753032,-0.75143313,-0.47610095,-0.21041143,0.007815928,-0.00014934008,-0.46231714,-0.0022258698,-0.9886975,-0.3581486,-0.31448108,0.25732908,-1.9573996,-0.23322059,0.035571974,-0.5357159,0.016920535
THRB,-0.15188894,1.9200294,0.1779108,1.1111193,1.5006267,0.8866854,0.3673049,0.7160166,-1.5530709,-1.2614912,0.8139075,-0.65909743,0.393384,0.9526532,-0.67993426,-0.22055273,0.48050612,0.46064582,-0.40898237,-1.9104302,-0.018690525,1.0045594,-0.41757727,-0.21073282
TLE3,0.7499016,0.24060234,-0.074699715,-0.16116346,0.07879804,0.07343566,0.20540927,0.08918004,-1.2317756,-1.0813656,0.81967115,0.7981451,0.898435,1.1108584,0.8136895,0.8786737,-0.5635914,0.8064406,0.5880083,0.6070834,0.6420295,0.62244076,0.12695876,-1.5064039
TLE4,0.3097103,-0.7082647,-0.5621657,-0.18041033,0.35006097,1.2746745,1.0077384,-0.5219502,1.035201,0.999492,-0.0884461,1.0089053,-1.6199558,-0.65070796,0.42983478,0.66314876,-0.6462352,-1.3479694,-1.0977092,-1.1698562,-1.2258403,-1.6752516,-0.58394766,0.1552309
TLE5,-0.43247923,-0.19546698,-0.27179417,0.14063072,-0.3762141,-0.3518563,-0.17336434,-0.07286884,1.4250654,1.2289182,-0.53895146,-0.5144584,-0.7543277,-0.93430406,-0.78630835,-0.43617684,0.63395,-0.038481984,-0.51090574,-0.39807147,-0.38275266,-0.5160306,-0.43520555,-0.25824943
TLX1,-0.538731,-1.1582639,-0.6673569,0.41146678,1.2655016,1.8086318,2.8698645,2.4620686,0.93444586,-0.37648526,0.2824981,-2.7882588,-1.1755309,-0.49427396,-1.7676406,-1.3633841,1.5661991,-0.11584814,0.8657115,0.031898458,-0.9877191,0.13095559,0.0678412,-1.2597479
TLX2,-1.1201704,0.213641,0.01094635,1.1536216,-0.26200303,0.11669904,0.35414103,0.28477985,1.1611825,0.87123406,-1.3444738,-0.87991524,-0.8444497,-0.6447213,-0.9803071,-1.5117972,1.5068313,0.2441641,-0.58449537,-0.3347493,-0.6023759,-0.54859126,-0.90436465,-0.12003308
TLX3,-0.50428003,-1.8523989,-1.1849414,-0.8613799,-1.2935823,-0.5846422,-0.55870485,-0.22975992,0.39092016,-0.18037611,-0.50690234,-0.38365257,-1.5660328,0.4252899,-0.5071317,-0.3795811,0.5815279,1.4692848,0.5277449,0.5619521,1.0075023,1.469687,1.655468,3.0659492
